"model","regime","country","feature_set","L","protocol","phase","RMSE","MAE","QLIKE","RMSE_CV","tuning_val_qlike","tuning_val_mse","tuning_best_epoch","final_epochs","n_features","is_best_L","best_val_loss","epochs_used","n_refits","source_branch","source_file"
"1DCNN","gfc","US","momentum","60","expanding","Recovery","0.4061745922352711","0.28276209011673925","0.020162361","0.2581694343128703","","","","","14","TRUE","0.020878827","35","25","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","expanding","Full Test","0.4759369705290504","0.21534499652037914","0.013692051","0.32384367245121803","","","","","14","TRUE","0.013815882084867349","32","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","expanding","Lehman Crisis","0.8833777191502502","0.4113781694638527","0.016454414","0.37935199648305257","","","","","14","TRUE","0.013815882084867349","32","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","expanding","Pre-Lehman","0.19367714782377957","0.1487126945365559","0.013759889397989802","0.16950157493656295","","","","","14","TRUE","0.013815882084867349","32","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","expanding","Recovery","0.2435301996128021","0.15524460449814798","0.009384368","0.1835513955930132","","","","","14","TRUE","0.013815882084867349","32","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","expanding","Full Test","0.3118592295926454","0.20567173045924586","0.017520400086549478","0.22938245451056247","","","","","14","TRUE","0.013878241957814808","30","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","expanding","Lehman Crisis","0.5004085890019823","0.3508218432727613","0.019462524055292224","0.2352274125057947","","","","","14","TRUE","0.013878241957814808","30","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","expanding","Pre-Lehman","0.22332626305457015","0.15689828658362157","0.017655263615001474","0.20745063938252872","","","","","14","TRUE","0.013878241957814808","30","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","expanding","Recovery","0.2023891056372883","0.1662318745216766","0.014159889309693958","0.16308146852638217","","","","","14","TRUE","0.013878241957814808","30","24","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","expanding","Crash","1.0320669357643482","0.8498891705558413","0.033497929","0.2873380142648886","","","","","14","TRUE","0.020155782498076164","54","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","expanding","Full Test","0.3472889172472354","0.19620962771436862","0.021286019509178498","0.3029162563204537","","","","","14","TRUE","0.020155782498076164","54","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","expanding","Pre-crash","0.11075517040093885","0.087165337","0.029232378076316883","0.22991590046285074","","","","","14","TRUE","0.020155782498076164","54","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","expanding","Recovery","0.19248158322043366","0.14459129329770803","0.018501786993750515","0.1924417035294709","","","","","14","TRUE","0.020155782498076164","54","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","expanding","Crash","0.48659218872738313","0.35338179838089717","0.029548855445165237","0.24765655035986295","","","","","14","TRUE","0.019853205269956577","13","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","expanding","Full Test","0.2899781542030719","0.181834175","0.030899149783375778","0.2843548585838864","","","","","14","TRUE","0.019853205269956577","13","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","expanding","Pre-crash","0.18165817557715946","0.11642730746950422","0.024272172","0.23299333726863175","","","","","14","TRUE","0.019853205269956577","13","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","expanding","Recovery","0.2769481887070075","0.1749942807170252","0.032254881","0.28843237173608177","","","","","14","TRUE","0.019853205269956577","13","13","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","expanding","Crash","0.642803556","0.3797153485448737","0.023256894114526104","0.28082018115656415","","","","","14","TRUE","0.018101612987514473","59","12","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","expanding","Full Test","0.25677506311560977","0.14461719157064662","0.021377168","0.2950145368186281","","","","","14","TRUE","0.018101612987514473","59","12","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","expanding","Pre-crash","0.12078369909488992","0.10020897921287653","0.024048325973816367","0.22505394728727177","","","","","14","TRUE","0.018101612987514473","59","12","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","expanding","Recovery","0.19892179904028942","0.12848066482492673","0.020711238","0.2535102105263699","","","","","14","TRUE","0.018101612987514473","59","12","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","US","extended","252","static","Full Test","0.1801141242409437","0.1163908399929219","0.035352526","0.307845571","0.030392294","0.028637798","48","48","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","normal","KR","extended","252","static","Full Test","0.1299077500766643","0.1022969312688051","0.026057778","0.2443658556273415","0.015829317","0.012592619","17","17","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","normal","JP","extended","60","static","Full Test","0.1863103521611857","0.1270792308939646","0.02721673","0.2737680342714273","0.015761","0.031987865","33","33","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","static","Full Test","0.2854614718939752","0.1972611897521548","0.030712177","0.2710936928882907","0.018348405","0.029947679","15","15","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","static","Recovery","0.2118042371200199","0.1630897486751729","0.02805074","0.2267334819703114","0.018348405","0.029947679","15","15","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","static","Shock","0.4925931455683807","0.3476155304908752","0.042422501","0.3125761855303834","0.018348405","0.029947679","15","15","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","KR","extended","22","static","Full Test","0.447064786","0.3057890604524051","0.036117704","0.3167874588902379","0.014687331","0.034919877","31","31","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","KR","extended","22","static","Recovery","0.3742628030023577","0.3039841728472928","0.035829137","0.2632759931208592","0.014687331","0.034919877","31","31","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","KR","extended","22","static","Shock","0.6642730118112016","0.3130754585619326","0.037282661","0.4850119753296119","0.014687331","0.034919877","31","31","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","JP","extended","60","static","Full Test","0.2958107234935979","0.2389194203498668","0.021649768","0.2154544713878836","0.015271484","0.042189691","8","8","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","JP","extended","60","static","Recovery","0.2641613448586944","0.2160225868225097","0.021163295","0.2067564034123809","0.015271484","0.042189691","8","8","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","JP","extended","60","static","Shock","0.3923829305598674","0.3247825460774557","0.023474041","0.2267587833567317","0.015271484","0.042189691","8","8","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","US","extended","60","static","Full Test","1.2896883625412243","0.7485820123497744","0.085730896","0.7978640404813242","0.036252761","0.028079143","3","3","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","US","extended","60","static","Lehman Crisis","2.428287827360737","1.9396365294853848","0.1393551888276158","0.8586157824902017","0.036252761","0.028079143","3","3","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","US","extended","60","static","Pre-Lehman","0.4054140589901359","0.2978565097908249","0.074071884","0.3636590483526785","0.036252761","0.028079143","3","3","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","US","extended","60","static","Recovery","0.7847623210475081","0.5564417019486427","0.046538212","0.4988043279121114","0.036252761","0.028079143","3","3","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","KR","extended","22","static","Full Test","0.6755284628913644","0.4037344656711401","0.037645121","0.4596524998360318","0.03330647","0.040364528","2","2","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","KR","extended","22","static","Lehman Crisis","1.1868647060220183","0.8288018168029139","0.049667198","0.5096794791449167","0.03330647","0.040364528","2","2","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","KR","extended","22","static","Pre-Lehman","0.2884214901742852","0.2115616316145116","0.027931368","0.2524195413832366","0.03330647","0.040364528","2","2","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","KR","extended","22","static","Recovery","0.5782662685745269","0.43735424","0.053303582","0.4358456601685423","0.03330647","0.040364528","2","2","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","JP","extended","60","static","Full Test","0.3055120738878689","0.1957576321995156","0.015819441","0.2247139181436122","0.014847152","0.017204909","50","50","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","JP","extended","60","static","Lehman Crisis","0.5115697883210797","0.3519312232209925","0.020819935","0.2404739652109128","0.014847152","0.017204909","50","50","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","JP","extended","60","static","Pre-Lehman","0.1964659556592501","0.1408049221073247","0.0144464","0.1824997542203621","0.014847152","0.017204909","50","50","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","gfc","JP","extended","60","static","Recovery","0.2024494868354691","0.1622266103694965","0.013355492","0.1631301226001264","0.014847152","0.017204909","50","50","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","US","extended","22","static","Crash","1.4512654899244752","1.0849431128728957","0.098384467","0.4040471887971361","0.021701803","0.011967488","19","19","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","US","extended","22","static","Full Test","0.4949716781094779","0.2766100639897969","0.053732044","0.4317297796486746","0.021701803","0.011967488","19","19","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","US","extended","22","static","Pre-crash","0.1184086674140652","0.096167171","0.033744524","0.2458037425481695","0.021701803","0.011967488","19","19","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","US","extended","22","static","Recovery","0.2890260513331235","0.2210918723916014","0.052491744","0.2889661688788414","0.021701803","0.011967488","19","19","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","KR","extended","252","static","Crash","0.8496994453998106","0.5283565805071876","0.038868057","0.4324640599775488","0.015968678","0.012223059","4","4","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","KR","extended","252","static","Full Test","0.35661184","0.1991426518126841","0.027926894","0.3496963752502303","0.015968678","0.012223059","4","4","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","KR","extended","252","static","Pre-crash","0.1431157391140739","0.1009773067065647","0.012599399","0.183559114","0.015968678","0.012223059","4","4","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","KR","extended","252","static","Recovery","0.2855915921521399","0.1810296027300258","0.029524279","0.2974341903332376","0.015968678","0.012223059","4","4","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","JP","extended","22","static","Crash","0.9215593586135816","0.6257847202451605","0.068188213","0.4025996178826019","0.020688941","0.011245947","25","25","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","JP","extended","22","static","Full Test","0.3381612087120698","0.1720986132736967","0.027541637","0.3885208756167334","0.020688941","0.011245947","25","25","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","JP","extended","22","static","Pre-crash","0.1130963339687338","0.097324295","0.021782305","0.2107302274571583","0.020688941","0.011245947","25","25","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","covid","JP","extended","22","static","Recovery","0.2393737078065792","0.1390207448313313","0.024411384","0.3050629913528624","0.020688941","0.011245947","25","25","28","TRUE","","","","CNNBased_GH","dl_results_extended.csv"
"1DCNN","normal","US","extended","252","expanding","Full Test","0.17899256372707836","0.10873407861602291","0.030232367368270337","0.30592863369992884","","","","","28","TRUE","0.028883679160033003","31","76","CNNBased_GH","dl_results_extended.csv"
"1DCNN","normal","KR","extended","252","expanding","Full Test","0.11928385554986531","0.088858587","0.020884327303945845","0.22438154310862124","","","","","28","TRUE","0.017149252068609164","40","74","CNNBased_GH","dl_results_extended.csv"
"1DCNN","normal","JP","extended","60","expanding","Full Test","0.18061300907011074","0.11387680228034111","0.022620874606664867","0.26539624816013224","","","","","28","TRUE","0.017360856","44","73","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","expanding","Full Test","0.2969184867243756","0.19259889368657712","0.030561037888686825","0.2819740559693119","","","","","28","TRUE","0.031311924","13","7","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","expanding","Recovery","0.20872448773241678","0.15178329700773413","0.026521817578245312","0.2234366532017183","","","","","28","TRUE","0.031311924","13","7","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","US","extended","22","expanding","Shock","0.5332702523755101","0.37218751907348635","0.048333607","0.33838794316154897","","","","","28","TRUE","0.031311924","13","7","CNNBased_GH","dl_results_extended.csv"
"1DCNN","911","KR","extended","22","expanding","Full Test","0.49841907682850467","0.3287844732403755","0.046837031","0.35317680517676003","","","","","28","TRUE","0.020676769609580127","18","7","CNNBased_GH","dl_results_extended.csv"
